NDVI,MNDWI,elevation,slope,aspect,clay,sand,soc,bdod,Mapped_Label
0.3300585,-0.55249345,334,2,64,191,408,143,153,Maize (Makka)
0.5717868,-0.5411581,1255,3,252,391,356,368,121,Maize (Makka)
0.20793651,-0.5447942,289,4,116,197,335,113,154,Maize (Makka)
0.5717868,-0.5411581,1255,3,252,391,356,368,121,Maize (Makka)
0.3343819,-0.44603902,351,5,246,284,400,470,122,Maize (Makka)
0.3072528,-0.6096486,1509,3,238,348,386,337,124,Maize (Makka)
0.19074309,-0.5200526,294,1,0,171,389,112,154,Maize (Makka)
0.5951853,-0.5321285,53,2,270,112,715,415,133,Maize (Makka)
0.56927544,-0.4873409,707,2,308,252,164,280,135,Maize (Makka)
0.5662028,-0.5222325,1277,5,45,381,364,391,121,Maize (Makka)
0.20456369,-0.5191003,321,3,108,210,472,140,149,Maize (Makka)
0.2887374,-0.571501,1674,8,257,390,399,294,115,Maize (Makka)
0.14698447,-0.42407057,321,3,0,171,373,125,155,Maize (Makka)
0.20911793,-0.46104458,1554,10,259,474,242,323,113,Maize (Makka)
0.12978889,-0.47204283,294,2,153,145,381,100,155,Maize (Makka)
0.30228046,-0.5274452,518,1,312,308,545,157,134,Maize (Makka)
0.5810983,-0.5563226,65,0,0,101,746,466,136,Maize (Makka)
0.24539255,-0.6071383,1569,1,133,433,283,270,112,Maize (Makka)
0.34733054,-0.54545456,406,6,20,277,563,164,133,Maize (Makka)
0.75266314,-0.55293334,1355,4,207,409,354,420,117,Maize (Makka)
0.28613392,-0.5110243,330,2,333,256,394,143,152,Maize (Makka)
0.22356828,-0.5775677,339,5,348,185,412,114,154,Maize (Makka)
0.5671008,-0.3525907,389,3,111,290,297,191,141,Maize (Makka)
0.17902622,-0.48438036,305,2,116,180,464,127,155,Maize (Makka)
0.15642811,-0.50116396,1494,6,160,386,322,328,118,Maize (Makka)
0.66853935,-0.5309651,1168,2,180,381,327,343,127,Maize (Makka)
0.13890909,-0.5287663,21,5,218,216,566,90,157,Maize (Makka)
0.14832573,-0.4161252,304,4,64,197,359,125,155,Maize (Makka)
0.22420481,-0.5282555,314,2,90,192,448,150,155,Maize (Makka)
0.17786855,-0.516536,296,3,214,153,365,105,154,Maize (Makka)
0.3236733,-0.59181476,1655,4,0,403,366,272,117,Maize (Makka)
0.23989965,-0.52619207,334,2,180,239,417,138,151,Maize (Makka)
0.21112865,-0.5604846,316,2,153,188,343,143,154,Maize (Makka)
0.6637539,-0.5735805,1922,2,243,337,424,440,118,Maize (Makka)
0.16202646,-0.5528365,325,2,207,199,419,121,154,Maize (Makka)
0.4565766,-0.63540983,936,4,345,297,538,379,115,Maize (Makka)
0.2220038,-0.54924166,1573,3,107,452,254,316,112,Maize (Makka)
0.31130204,-0.62385964,386,4,195,266,546,148,130,Maize (Makka)
0.18042502,-0.5112065,297,2,0,187,401,110,156,Maize (Makka)
0.24931186,-0.5240836,297,3,0,149,556,77,157,Maize (Makka)
0.68440264,-0.552683,1228,6,72,368,351,415,123,Maize (Makka)
0.19305095,-0.5080397,309,1,90,197,428,142,154,Maize (Makka)
0.1657974,-0.41472727,351,2,116,232,477,118,153,Maize (Makka)
0.43426922,-0.33396643,504,2,53,248,360,147,140,Maize (Makka)
0.2505293,-0.5532045,320,2,0,150,364,117,154,Maize (Makka)
0.7373558,-0.6119144,1618,3,58,414,313,326,114,Maize (Makka)
0.23199293,-0.5415177,319,2,180,157,353,111,155,Maize (Makka)
0.22542204,-0.5480552,337,0,0,202,352,126,154,Maize (Makka)
0.69375,-0.47207448,1265,1,315,335,402,300,124,Maize (Makka)
0.4742319,-0.29638556,227,1,180,180,351,447,119,Maize (Makka)
0.16755319,-0.46150184,316,4,46,154,353,124,155,Maize (Makka)
0.22149019,-0.57039356,1614,4,195,404,336,427,120,Maize (Makka)
0.3790872,-0.60245454,1846,11,15,355,402,367,112,Maize (Makka)
0.24304515,-0.44104803,1206,1,90,317,440,285,127,Maize (Makka)
0.30367923,-0.54226387,1577,3,20,455,253,347,117,Maize (Makka)
0.27232635,-0.6267966,1517,2,28,449,267,283,117,Maize (Makka)
0.2970726,-0.6506329,1514,1,133,464,257,268,113,Maize (Makka)
0.6324968,-0.39364803,457,2,233,264,317,186,142,Maize (Makka)
0.23671997,-0.5556484,449,4,180,239,597,143,135,Maize (Makka)
0.20195504,-0.5643631,293,2,296,148,411,105,155,Maize (Makka)
0.40158924,-0.46173468,1658,13,119,417,369,281,118,Maize (Makka)
0.33292744,-0.5264857,333,3,72,222,403,177,153,Maize (Makka)
0.6426865,-0.5455128,1250,3,0,400,339,390,120,Maize (Makka)
0.33953488,-0.49734685,558,7,17,299,555,168,131,Maize (Makka)
0.17042074,-0.52529585,318,5,291,163,351,118,152,Maize (Makka)
0.19497785,-0.4705572,304,2,244,180,464,127,155,Maize (Makka)
0.44745475,-0.50138646,1445,4,45,428,336,390,118,Maize (Makka)
0.34226343,-0.47492826,1165,1,90,397,388,269,133,Maize (Makka)
0.23184358,-0.47773075,292,1,134,138,378,104,155,Maize (Makka)
0.36099586,-0.636465,1826,5,270,355,441,314,114,Maize (Makka)
0.27708334,-0.60294443,1568,2,28,424,306,266,110,Maize (Makka)
0.29057252,-0.53424114,304,1,226,198,396,136,153,Maize (Makka)
0.2939759,-0.52814776,303,1,314,177,364,134,156,Maize (Makka)
0.3482476,-0.63040406,387,1,228,268,579,164,132,Maize (Makka)
0.31508633,-0.61538464,1656,1,0,396,366,303,107,Maize (Makka)
0.4204867,-0.5807077,768,8,297,340,492,233,128,Maize (Makka)
0.22622183,-0.4820064,1588,5,281,381,415,284,109,Maize (Makka)
0.15625238,-0.450924,326,0,0,211,482,128,150,Maize (Makka)
0.43002832,-0.5598872,503,6,147,251,597,159,135,Maize (Makka)
0.18395914,-0.5245317,325,1,46,216,477,158,148,Maize (Makka)
0.20214525,-0.5111729,306,2,207,179,406,113,156,Maize (Makka)
0.68716735,-0.5090715,1205,5,281,351,421,336,123,Maize (Makka)
0.24287933,-0.5445951,432,2,180,266,600,148,134,Maize (Makka)
0.8208503,-0.5443162,61,2,270,90,755,520,137,Maize (Makka)
0.19145775,-0.52983844,310,2,270,197,344,138,155,Maize (Makka)
0.25281006,-0.5202773,324,5,46,157,355,111,155,Maize (Makka)
0.24957587,-0.50854164,347,3,46,223,456,152,152,Maize (Makka)
0.55724967,-0.45634988,58,3,0,104,732,494,137,Maize (Makka)
0.23964788,-0.6413998,2112,1,0,350,417,391,117,Maize (Makka)
0.19413593,-0.53325367,303,2,244,180,464,127,155,Maize (Makka)
0.31675676,-0.53249747,777,6,350,296,499,335,121,Maize (Makka)
0.2642362,-0.4940586,317,2,64,184,441,113,153,Maize (Makka)
0.23765144,-0.5405382,351,2,153,229,461,124,151,Maize (Makka)
0.62138087,-0.503967,1169,3,34,389,330,390,125,Maize (Makka)
0.2372357,-0.59739816,1591,7,295,381,415,284,109,Maize (Makka)
0.392,-0.58781934,1582,3,133,444,272,286,111,Maize (Makka)
0.69919544,-0.5295929,77,3,180,142,580,560,132,Maize (Makka)
0.63916945,-0.51444334,1187,2,207,354,395,274,130,Maize (Makka)
0.20155175,-0.46534654,305,2,180,196,441,136,155,Maize (Makka)
0.3446838,-0.5451018,1657,2,65,400,378,333,118,Maize (Makka)
0.18276149,-0.4563107,326,0,0,211,482,128,150,Maize (Makka)
0.2174597,-0.5313352,306,4,256,213,423,148,153,Maize (Makka)
0.25187033,-0.5455727,311,2,270,197,435,154,157,Maize (Makka)
0.31734523,-0.52190053,1567,1,180,431,287,273,111,Maize (Makka)
0.2992021,-0.58392906,1669,4,90,391,368,306,108,Maize (Makka)
0.1448701,-0.5189168,304,4,27,184,487,71,158,Maize (Makka)
0.5006468,-0.47952545,1679,9,133,391,372,341,115,Maize (Makka)
0.33312845,-0.5547098,1652,1,90,420,353,309,120,Maize (Makka)
0.093468465,-0.38692334,298,2,244,211,507,70,159,Maize (Makka)
0.26944783,-0.6075815,342,3,123,245,429,149,150,Maize (Makka)
0.27014613,-0.5691947,351,1,180,234,445,142,152,Maize (Makka)
0.56776166,-0.52483803,1346,5,127,437,326,427,120,Maize (Makka)
0.55025125,-0.53148615,1261,4,153,359,377,380,122,Maize (Makka)
0.20300047,-0.5566559,293,2,244,149,363,105,154,Maize (Makka)
0.635949,-0.54835755,1275,4,90,383,364,436,119,Maize (Makka)
0.13963783,-0.49461797,339,4,14,185,364,108,157,Maize (Makka)
0.5194532,-0.58993375,334,4,0,249,449,147,150,Maize (Makka)
0.33468834,-0.5830073,475,3,253,253,615,138,136,Maize (Makka)
0.31562576,-0.6214599,341,1,270,185,364,108,157,Maize (Makka)
0.2672414,-0.5497301,462,2,114,245,607,161,135,Maize (Makka)
0.3270334,-0.59301466,1621,1,90,411,344,326,116,Maize (Makka)
0.15064758,-0.45810938,292,4,14,152,367,109,155,Maize (Makka)
0.20808081,-0.561135,317,1,134,185,441,140,155,Maize (Makka)
0.17245582,-0.52640784,312,5,22,158,369,111,153,Maize (Makka)
0.65334207,-0.48901305,1183,3,252,351,419,350,123,Maize (Makka)
0.64555717,-0.5482576,66,5,90,90,784,463,135,Maize (Makka)
0.33526683,-0.5780611,460,1,90,222,638,143,137,Maize (Makka)
0.20068854,-0.5545101,360,2,244,257,433,127,153,Maize (Makka)
0.25884908,-0.53269535,338,3,303,230,460,129,150,Maize (Makka)
0.18311292,-0.51902175,332,3,226,169,488,123,156,Maize (Makka)
0.22817174,-0.5270698,1492,2,270,493,193,395,115,Maize (Makka)
0.21967675,-0.5485238,1530,4,47,367,362,321,122,Maize (Makka)
0.13386081,-0.3824124,1873,13,17,338,404,408,114,Maize (Makka)
0.576405,-0.5430475,51,4,239,112,726,459,135,Maize (Makka)
0.7742696,-0.5954546,57,6,327,81,776,493,133,Maize (Makka)
0.33178115,-0.55285037,1680,3,227,388,362,333,116,Maize (Makka)
0.25473794,-0.5559268,1489,2,208,477,243,299,111,Maize (Makka)
0.18526316,-0.5618788,1335,3,133,320,473,112,152,Maize (Makka)
0.16253644,-0.52376455,24,2,296,234,583,82,156,Maize (Makka)
0.716435,-0.5473754,1246,5,338,396,356,368,120,Maize (Makka)
0.4834685,-0.5595777,1487,5,90,329,438,298,132,Maize (Makka)
0.43566364,-0.52686405,882,2,28,330,528,432,122,Maize (Makka)
0.2656535,-0.5535854,772,7,294,328,498,239,128,Maize (Makka)
0.38054726,-0.5524221,310,3,0,191,477,140,155,Maize (Makka)
0.32133794,-0.5754736,299,1,226,170,375,151,156,Maize (Makka)
0.37024942,-0.6205912,1305,3,0,345,479,360,123,Maize (Makka)
0.16027941,-0.5258829,312,5,22,202,459,115,153,Maize (Makka)
0.2121519,-0.5415609,1679,5,212,372,379,338,117,Maize (Makka)
0.46841478,-0.56783,819,6,90,296,483,326,118,Maize (Makka)
0.22729553,-0.5408034,528,3,0,290,551,160,135,Maize (Makka)
0.31444922,-0.60358024,1614,1,270,437,327,277,116,Maize (Makka)
0.17290948,-0.41973555,289,2,90,187,407,124,153,Maize (Makka)
0.27632108,-0.5418665,1663,5,0,397,376,362,122,Maize (Makka)
0.40514633,-0.61324835,330,1,90,232,461,122,148,Maize (Makka)
0.16660845,-0.5329324,32,1,180,110,812,85,168,Maize (Makka)
0.2795998,-0.6025311,382,3,107,273,578,154,132,Maize (Makka)
0.3368474,-0.4092414,44,3,151,98,743,464,138,Maize (Makka)
0.65829,-0.50414115,60,2,0,87,772,422,133,Maize (Makka)
0.72838956,-0.59186906,1929,6,140,331,402,403,115,Maize (Makka)
0.24848485,-0.50601214,342,3,326,244,436,132,151,Maize (Makka)
0.34794226,-0.48656717,1671,8,31,391,372,341,115,Maize (Makka)
0.3657886,-0.6423615,302,5,348,179,387,133,156,Maize (Makka)
0.44220102,-0.5197923,1257,1,0,396,350,364,120,Maize (Makka)
0.26269445,-0.59462935,1573,3,20,432,281,276,111,Maize (Makka)
0.2849566,-0.51223814,307,1,270,185,359,110,154,Maize (Makka)
0.46839118,-0.46015906,77,2,90,78,786,419,135,Maize (Makka)
0.27251357,-0.5426001,352,2,153,221,456,138,152,Maize (Makka)
0.14065368,-0.52204615,1402,2,180,177,651,128,157,Maize (Makka)
0.752474,-0.49678987,1177,4,180,360,414,337,127,Maize (Makka)
0.57446074,-0.60810375,54,2,301,81,771,469,134,Maize (Makka)
0.72621185,-0.5470748,1274,3,90,403,356,384,120,Maize (Makka)
0.18332659,-0.52251023,304,3,288,198,396,136,153,Maize (Makka)
0.7855785,-0.5664283,1184,4,284,411,347,415,125,Maize (Makka)
0.4382694,-0.6034979,342,1,0,236,452,148,153,Maize (Makka)
0.18788292,-0.49096826,345,1,180,251,443,142,150,Maize (Makka)
0.17886253,-0.52566665,325,1,270,224,480,144,149,Maize (Makka)
0.6302988,-0.5676652,1167,3,0,387,329,374,126,Maize (Makka)
0.28859657,-0.5669237,1949,5,227,331,396,361,114,Maize (Makka)
0.45888367,-0.45799807,58,2,141,96,721,413,135,Maize (Makka)
0.7118548,-0.48110464,1246,3,236,308,452,295,127,Maize (Makka)
0.3782196,-0.56355655,681,1,47,323,473,342,117,Maize (Makka)
0.29646724,-0.5095721,1473,2,180,471,257,281,110,Maize (Makka)
0.50016063,-0.52281225,638,10,191,308,527,314,123,Maize (Makka)
0.20179671,-0.5358117,345,4,90,226,462,131,153,Maize (Makka)
0.13814877,-0.42209318,288,1,226,223,353,111,155,Maize (Makka)
0.1831692,-0.5755605,341,3,270,181,542,75,158,Maize (Makka)
0.26489028,-0.5260687,1627,5,157,444,311,332,111,Maize (Makka)
0.24293286,-0.5137597,1161,1,90,198,655,116,149,Maize (Makka)
0.65088207,-0.47234094,451,3,308,295,262,149,140,Maize (Makka)
0.53258294,-0.47471133,64,2,270,101,751,532,135,Maize (Makka)
0.15221146,-0.42799482,296,3,270,188,514,89,159,Maize (Makka)
0.64746946,-0.5896668,1909,6,141,341,412,437,120,Maize (Makka)
0.44546577,-0.3960711,250,3,72,184,356,560,109,Maize (Makka)
0.26261887,-0.55840415,1248,4,313,322,453,294,125,Maize (Makka)
0.49489954,-0.53846157,772,3,340,323,496,191,127,Maize (Makka)
0.24108464,-0.5267734,348,0,0,239,425,130,152,Maize (Makka)
0.39033458,-0.3631523,663,1,0,289,173,240,136,Maize (Makka)
0.12978889,-0.47204283,294,2,153,145,381,100,155,Maize (Makka)
0.41196728,-0.5360976,1560,1,135,347,408,301,130,Maize (Makka)
0.17856501,-0.480119,300,0,0,182,398,125,156,Maize (Makka)
0.27906978,-0.6264895,302,2,207,213,423,152,152,Maize (Makka)
0.40579468,-0.5661639,1655,8,15,408,354,334,121,Maize (Makka)
0.24304622,-0.5164602,314,2,207,192,448,150,155,Maize (Makka)
0.31169862,-0.5771779,327,0,0,217,450,141,152,Maize (Makka)
0.27651733,-0.5257017,1524,1,90,377,339,317,119,Maize (Makka)
0.34729064,-0.58972913,1615,1,90,445,325,304,109,Maize (Makka)
0.3217198,-0.46855563,5,0,0,297,389,536,135,Maize (Makka)
0.5081757,-0.52502394,1228,1,135,326,451,208,135,Maize (Makka)
0.40857592,-0.5911749,1540,0,0,467,272,280,112,Maize (Makka)
0.1793583,-0.46513137,352,1,0,243,434,137,150,Maize (Makka)
0.66479355,-0.5347579,1258,2,153,396,350,364,120,Maize (Makka)
0.44395924,-0.5112462,323,0,0,175,463,127,154,Maize (Makka)
0.6760014,-0.504756,78,4,239,79,783,500,136,Maize (Makka)
0.20604782,-0.505921,358,4,270,221,449,137,153,Maize (Makka)
0.16798846,-0.4658564,318,4,166,194,337,135,156,Maize (Makka)
0.4912541,-0.5263542,1167,3,252,387,329,374,126,Maize (Makka)
0.18419127,-0.5560766,339,1,134,185,412,121,155,Maize (Makka)
0.25801954,-0.40290442,1129,1,313,319,435,256,127,Maize (Makka)
0.44883972,-0.50312924,81,2,121,88,752,457,136,Maize (Makka)
0.2023933,-0.47638747,345,3,134,244,436,138,152,Maize (Makka)
0.25176728,-0.57797194,1537,2,152,453,277,278,112,Maize (Makka)
0.18833357,-0.46882424,26,3,134,183,666,82,158,Maize (Makka)
0.19528377,-0.47395557,300,2,27,181,385,129,156,Maize (Makka)
0.16766678,-0.47990257,292,3,237,171,389,112,154,Maize (Makka)
0.24006096,-0.5108076,287,1,90,187,407,124,153,Maize (Makka)
0.75902337,-0.53279155,1234,5,270,434,362,348,123,Maize (Makka)
0.7844439,-0.5244452,30,2,90,123,691,559,133,Maize (Makka)
0.15271494,-0.48726737,11,4,284,141,766,110,156,Other_Crop
0.6132544,-0.4110368,58,2,59,111,692,475,135,Other_Crop
0.26955602,-0.5034948,532,8,137,275,559,161,133,Other_Crop
0.4086116,-0.42482612,68,2,235,333,339,738,123,Other_Crop
0.8162725,-0.5379807,866,13,225,391,438,239,125,Other_Crop
0.435872,-0.50658214,84,0,0,297,271,416,132,Other_Crop
0.1968998,-0.50968176,292,4,166,198,331,102,155,Other_Crop
0.7265877,-0.39135513,239,3,215,411,266,626,121,Other_Crop
0.65179545,-0.37135616,444,23,105,421,267,706,108,Other_Crop
0.39537573,-0.46810037,195,2,0,270,114,419,128,Other_Crop
0.62954324,-0.4967778,920,10,270,324,434,563,110,Other_Crop
0.3043478,-0.4552345,173,2,234,211,429,396,142,Other_Crop
0.5428389,-0.46950155,270,5,54,175,470,399,132,Other_Crop
0.87854785,-0.4727344,188,4,270,183,415,581,93,Other_Crop
0.641604,-0.48122066,207,2,56,180,427,593,117,Other_Crop
0.36277446,-0.49019077,220,2,214,210,442,526,135,Other_Crop
0.7234432,-0.40440655,96,5,294,273,244,366,131,Other_Crop
0.85206854,-0.6773845,644,11,44,339,474,250,121,Other_Crop
0.53823745,-0.43927568,255,2,0,144,595,501,138,Other_Crop
0.7174852,-0.5397295,864,2,0,296,534,405,116,Other_Crop
0.78914124,-0.6073975,95,4,102,281,229,364,133,Other_Crop
0.22420122,-0.020375293,986,20,270,352,388,598,110,Other_Crop
0.19703275,-0.5806475,17,2,180,102,822,91,157,Other_Crop
0.7496058,-0.4967678,17,2,236,130,599,452,108,Other_Crop
0.19165425,-0.46382502,1564,4,90,389,324,279,114,Other_Crop
0.8143223,-0.5626612,202,2,216,179,518,700,120,Other_Crop
0.19699353,-0.47812548,310,4,346,198,526,75,158,Other_Crop
0.2625976,-0.348535,21,3,72,304,489,189,149,Other_Crop
0.64308,-0.448516,155,1,0,240,188,448,133,Other_Crop
0.23774898,-0.46022037,1779,5,157,361,380,362,121,Other_Crop
0.50452036,-0.5588344,1383,4,194,457,323,431,120,Other_Crop
0.7016519,-0.46550652,79,16,276,253,291,552,124,Other_Crop
0.38177624,-0.50527704,44,3,0,123,532,554,111,Other_Crop
0.72783345,-0.4379366,358,4,0,300,335,302,107,Other_Crop
0.32501486,-0.34495232,9,1,0,167,393,786,112,Other_Crop
0.6380368,-0.48958334,380,1,180,243,293,589,135,Other_Crop
0.77959317,-0.4342762,100,10,95,380,293,728,119,Other_Crop
0.6272523,-0.48728967,80,1,270,267,242,510,127,Other_Crop
0.6917015,-0.5226016,1219,9,205,356,365,694,103,Other_Crop
0.56577414,-0.45802048,374,1,180,245,409,404,117,Other_Crop
0.6812749,-0.55064636,45,2,270,102,730,560,134,Other_Crop
0.6942966,-0.53171927,198,3,127,220,379,424,139,Other_Crop
0.43170232,-0.5768704,1953,13,142,366,390,413,114,Other_Crop
0.8357278,-0.6759377,59,4,0,88,776,689,127,Other_Crop
0.4743905,-0.5584416,221,5,0,212,363,549,118,Other_Crop
0.6211044,-0.3703216,738,1,313,346,419,581,114,Other_Crop
0.78122765,-0.44834968,988,6,221,338,376,533,112,Other_Crop
0.7086735,-0.5085995,116,3,303,237,183,415,126,Other_Crop
0.53045684,-0.46600384,52,0,0,95,763,536,133,Other_Crop
0.7249458,-0.4108527,480,2,145,262,401,557,128,Other_Crop
0.8296296,-0.51821864,253,3,270,206,495,972,119,Other_Crop
0.6767336,-0.5174521,185,5,54,204,379,415,141,Other_Crop
0.12607296,-0.39220327,48,2,207,252,582,144,148,Other_Crop
0.420191,-0.61391693,542,3,144,307,539,207,126,Other_Crop
0.65363127,-0.39671725,156,12,203,396,261,635,118,Other_Crop
0.3175533,-0.51451427,318,3,180,172,494,129,154,Other_Crop
0.58458525,-0.55721205,369,2,58,238,350,550,120,Other_Crop
0.17951043,-0.4259063,229,3,234,276,151,383,139,Other_Crop
0.15737952,-0.51225686,20,3,270,231,552,105,156,Other_Crop
0.16077027,-0.5464371,313,1,90,172,361,108,153,Other_Crop
0.73948836,-0.5043029,149,1,180,269,119,449,127,Other_Crop
0.7553044,-0.2833087,140,8,14,381,258,569,121,Other_Crop
0.6907395,-0.59910583,843,3,313,295,511,358,117,Other_Crop
0.6680498,-0.50886524,113,1,0,279,247,338,134,Other_Crop
0.74075174,-0.49364406,55,14,223,334,251,553,120,Other_Crop
0.3326791,-0.47491032,1617,3,238,402,331,351,119,Other_Crop
0.5696056,-0.53502315,217,2,326,248,259,495,134,Other_Crop
0.3146678,-0.36471355,108,2,0,247,216,417,128,Other_Crop
0.67532605,-0.44123194,38,6,27,384,243,609,116,Other_Crop
0.52159053,-0.6367724,215,2,306,169,506,447,138,Other_Crop
0.7683453,-0.38756758,119,19,210,345,283,599,124,Other_Crop
0.70193404,-0.5249961,972,2,153,359,454,185,126,Other_Crop
0.6807802,-0.60119045,220,2,304,216,358,669,111,Other_Crop
0.8065661,-0.54660606,196,0,0,204,526,427,140,Other_Crop
0.7416854,-0.44459596,82,9,333,243,317,656,119,Other_Crop
0.44428223,-0.49005234,91,3,153,306,312,338,130,Other_Crop
0.32731062,-0.5660036,1778,5,23,375,415,308,116,Other_Crop
0.8066738,-0.47220448,116,4,90,270,431,411,113,Other_Crop
0.8090909,-0.527745,90,2,0,400,111,442,137,Other_Crop
0.80580676,-0.5313498,85,2,145,436,157,427,133,Other_Crop
0.1439714,-0.5078461,29,2,244,109,813,85,168,Other_Crop
0.8365468,-0.65771544,27,2,219,131,661,596,128,Other_Crop
0.7667251,-0.45026177,79,1,180,247,295,522,124,Other_Crop
0.72534174,-0.50498754,228,2,56,153,383,464,115,Other_Crop
0.17261055,-0.59939533,300,3,226,172,394,130,156,Other_Crop
0.7605007,-0.6270296,863,3,227,332,475,459,114,Other_Crop
0.59225184,-0.43093595,110,3,124,277,277,461,129,Other_Crop
0.21532992,-0.4959038,296,0,0,178,495,115,155,Other_Crop
0.438801,-0.53775215,1816,10,112,402,401,348,113,Other_Crop
0.27002478,-0.4233392,566,6,312,300,564,174,132,Other_Crop
0.28010735,-0.5374033,324,2,153,173,454,127,154,Other_Crop
0.8155509,-0.419518,119,5,111,374,282,516,127,Other_Crop
0.486758,-0.42449465,250,1,0,179,493,535,138,Other_Crop
0.7914279,-0.5544652,261,2,126,271,235,995,132,Other_Crop
0.80668473,-0.5525114,54,2,0,93,745,589,128,Other_Crop
0.75377756,-0.50065446,127,1,270,266,154,699,119,Other_Crop
0.39991537,-0.45695695,325,0,0,210,438,317,107,Other_Crop
0.6925492,-0.39592284,312,11,255,427,251,611,116,Other_Crop
0.481982,-0.48689213,267,3,180,234,370,540,133,Other_Crop
0.85957664,-0.55050284,15,1,90,148,398,687,111,Other_Crop
0.24365596,-0.22694175,140,2,143,248,86,439,130,Other_Crop
0.6217016,-0.4493809,349,2,126,173,460,396,138,Other_Crop
0.76281595,-0.4237695,2,0,0,141,357,881,113,Other_Crop
0.29248494,-0.45877814,238,2,143,157,394,433,115,Other_Crop
0.7258567,-0.5522489,141,6,207,218,244,550,129,Other_Crop
0.33841902,-0.38074696,101,0,0,226,239,349,133,Other_Crop
0.35971588,-0.619609,1587,1,47,413,279,341,113,Other_Crop
0.7181409,-0.5614233,58,2,59,105,737,666,130,Other_Crop
0.3748191,-0.5603448,175,1,0,232,428,560,138,Other_Crop
0.7484919,-0.5246281,225,2,126,323,196,363,141,Other_Crop
0.47698972,-0.40496367,252,2,126,298,297,622,135,Other_Crop
0.11446794,0.14596859,188,16,264,385,261,606,115,Other_Crop
0.6188493,-0.51224047,357,0,0,248,398,471,122,Other_Crop
0.70014095,-0.4744107,333,3,237,221,468,383,118,Other_Crop
0.57660705,-0.5509646,220,3,156,162,494,590,136,Other_Crop
0.43935466,-0.50174546,117,3,270,246,237,413,133,Other_Crop
0.5827981,-0.43377483,5,2,237,170,372,833,108,Other_Crop
0.1449016,-0.44588745,297,2,244,207,436,106,154,Other_Crop
0.8335965,-0.33202216,281,2,34,208,375,414,140,Other_Crop
0.70669293,-0.5012704,168,1,270,201,442,573,126,Other_Crop
0.49341002,-0.54383785,72,3,107,87,759,457,134,Other_Crop
0.22656786,-0.48253453,1368,7,270,388,412,313,121,Other_Crop
0.5029364,-0.515278,9,3,205,193,419,604,108,Other_Crop
0.67500913,-0.57935095,58,4,180,269,346,634,123,Other_Crop
0.699877,-0.41044775,125,4,159,244,155,407,130,Other_Crop
0.31740615,-0.43996015,239,4,19,169,618,494,131,Other_Crop
0.7348499,-0.40506893,32,5,306,375,244,626,126,Other_Crop
0.21010475,-0.52022386,335,3,288,155,492,132,156,Other_Crop
0.41973153,-0.4319978,49,1,270,206,660,108,150,Other_Crop
0.22401172,-0.57298476,116,2,304,264,251,349,132,Other_Crop
0.20532836,-0.5495396,297,2,116,211,502,65,157,Other_Crop
0.16922212,-0.49941808,15,4,166,134,754,126,157,Other_Crop
0.47090366,-0.40555364,334,3,333,173,550,541,126,Other_Crop
0.51449937,-0.5162173,1121,4,0,91,469,641,90,Other_Crop
0.32930514,-0.35688853,156,2,0,269,133,436,129,Other_Crop
0.27708334,-0.3916084,247,1,180,223,329,659,129,Other_Crop
0.3618725,-0.62322307,4,1,46,129,720,223,148,Other_Crop
0.33463797,-0.48186737,20,3,161,144,723,129,154,Other_Crop
0.44536993,-0.44028816,76,2,55,339,286,422,124,Other_Crop
0.7150329,-0.39890522,331,5,212,414,259,608,121,Other_Crop
0.77364475,-0.531418,99,1,270,202,425,500,131,Other_Crop
0.4139864,-0.39008042,3,1,270,168,365,959,103,Other_Crop
0.7737951,-0.546875,643,1,133,376,430,545,115,Other_Crop
0.31312442,-0.5649109,18,2,64,178,654,127,154,Other_Crop
0.60529506,-0.3921706,39,7,172,391,322,588,122,Other_Crop
0.21770197,-0.40405616,96,2,303,234,148,342,128,Other_Crop
0.5782349,-0.504228,214,3,110,260,384,442,135,Other_Crop
0.4783699,-0.5312883,186,2,237,282,119,320,128,Other_Crop
0.2667035,-0.44612253,520,4,117,243,331,168,140,Other_Crop
0.3381295,-0.4909137,80,0,0,126,558,372,118,Other_Crop
0.46393588,-0.45454547,37,5,0,120,571,413,116,Other_Crop
0.1293419,-0.39050168,298,2,333,210,535,92,159,Other_Crop
0.43818492,-0.62639886,1602,6,279,393,402,304,109,Other_Crop
0.6115607,-0.42398974,13,2,57,193,372,935,114,Other_Crop
0.61559284,-0.4387469,352,5,343,307,353,310,106,Other_Crop
0.49347728,-0.496759,344,1,90,339,246,764,126,Other_Crop
0.77349895,-0.6354543,1703,21,139,395,370,404,118,Other_Crop
0.78490895,-0.5876494,51,2,125,135,575,517,112,Other_Crop
0.7788119,-0.5287325,682,11,206,312,416,492,115,Other_Crop
0.50914127,-0.5154091,91,1,270,224,400,464,136,Other_Crop
0.1969222,0.020245602,1016,14,235,352,388,681,108,Other_Crop
0.86428005,-0.50689125,897,26,316,366,386,659,108,Other_Crop
0.7502614,-0.38600907,108,12,325,256,216,386,127,Other_Crop
0.8431453,-0.6100805,210,3,290,345,276,500,140,Other_Crop
0.6963385,-0.44637507,147,1,0,240,116,371,130,Other_Crop
0.35985026,-0.33505487,163,2,123,214,122,317,129,Other_Crop
0.25857234,-0.41581482,21,3,270,110,582,394,120,Other_Crop
0.3146405,-0.4422311,153,2,304,259,114,387,131,Other_Crop
